"species","order","n_new_records","new_record","mass","migration_av","trophic_level_av","centroid_latitude","centroid_longitude","migration_cn","range_size_provinces","iucn_pool","log_mass","migration_class","iucn_group","risk_group","z_log_mass","z_range_size"
"Larvivora sibilans","Passeriformes",0,0,16.7,"3","Carnivore",56.88,111.39,"RSPV",26,"LC",1.22271647114758,"Full migrant","LC","LC/NE",-0.854960159307285,1.27615513873159
"Luscinia megarhynchos","Passeriformes",0,0,19.6,"3","Carnivore",43,34.7,"S",1,"LC",1.29225607135648,"Full migrant","LC","LC/NE",-0.762673726826166,-0.943337153095455
"Monticola cinclorhyncha","Passeriformes",0,0,36,"3","Carnivore",32.37,77.74,"R",1,"LC",1.55630250076729,"Full migrant","LC","LC/NE",-0.412256081247222,-0.943337153095455
"Monticola gularis","Passeriformes",1,1,34.6,"3","Carnivore",48.22,126.79,"SPV",25,"LC",1.53907609879278,"Full migrant","LC","LC/NE",-0.435117345590671,1.18737544705851
"Monticola rufiventris","Passeriformes",1,1,53.2,"1","Carnivore",27.68,104.86,"RP",17,"LC",1.72591163229505,"Resident/low mobility","LC","LC/NE",-0.187166756346038,0.477137913673852
"Monticola saxatilis","Passeriformes",0,0,50.3,"3","Carnivore",42.87,77.61,"SPV",10,"LC",1.70156798505593,"Full migrant","LC","LC/NE",-0.219473360791976,-0.14431992803772
"Monticola solitarius","Passeriformes",1,1,53.65,"2","Carnivore",33.99,80.36,"RSWV",32,"LC",1.72956972630197,"Partial migrant","LC","LC/NE",-0.182312077219825,1.80883328877008
"Muscicapa dauurica","Passeriformes",1,1,9.8,"3","Carnivore",48.12,113.45,"SWP",31,"LC",0.991226075692495,"Full migrant","LC","LC/NE",-1.16217249136009,1.720053597097
"Muscicapa ferruginea","Passeriformes",3,1,12,"1","Carnivore",28.15,101.97,"SWP",15,"LC",1.07918124604762,"Resident/low mobility","LC","LC/NE",-1.04544664211792,0.299578530327688
"Muscicapa griseisticta","Passeriformes",0,0,15.9,"3","Carnivore",50.15,136.4,"SP",22,"LC",1.20139712432045,"Full migrant","LC","LC/NE",-0.883253196017209,0.92103637203926
"Muscicapa muttui","Passeriformes",4,1,12,"3","Carnivore",24.79,101.89,"SPV",12,"LC",1.07918124604762,"Full migrant","LC","LC/NE",-1.04544664211792,0.0332394553084432
"Muscicapa sibirica","Passeriformes",0,0,13.2,"3","Carnivore",48.35,116.38,"SWP",28,"LC",1.12057393120585,"Full migrant","LC","LC/NE",-0.990514154260757,1.45371452207775
"Muscicapa striata","Passeriformes",0,0,15.9,"3","Carnivore",50.39,50.79,"SPV",3,"LC",1.20139712432045,"Full migrant","LC","LC/NE",-0.883253196017209,-0.765777769749292
"Myophonus caeruleus","Passeriformes",1,1,157.98,"1","Carnivore",26.68,98.33,"SWP",26,"LC",2.19860210948971,"Resident/low mobility","LC","LC/NE",0.440143692334316,1.27615513873159
"Myophonus insularis","Passeriformes",0,0,117,"1","Carnivore",23.94,121.14,"R",1,"LC",2.06818586174616,"Resident/low mobility","LC","LC/NE",0.267067485314552,-0.943337153095455
"Niltava davidi","Passeriformes",1,1,24.2,"3","Omnivore",26.16,107.19,"SWV",14,"LC",1.38381536598043,"Full migrant","LC","LC/NE",-0.641164822030192,0.210798838654607
"Niltava grandis","Passeriformes",1,1,30.3,"1","Carnivore",18.6,100.03,"S",4,"LC",1.4814426285023,"Resident/low mobility","LC","LC/NE",-0.511603079598874,-0.67699807807621
"Niltava macgrigoriae","Passeriformes",1,1,11.95,"2","Carnivore",23.07,99.79,"RSW",10,"LC",1.07736790528416,"Partial migrant","LC","LC/NE",-1.04785313783303,-0.14431992803772
"Niltava sundara","Passeriformes",1,1,21.1,"3","Carnivore",27.58,99.03,"S",13,"LC",1.32428245529769,"Full migrant","LC","LC/NE",-0.720171315102098,0.122019146981525
"Niltava vivida","Passeriformes",0,0,33,"3","Carnivore",23.77,121.08,"RS",6,"LC",1.51851393987789,"Full migrant","LC","LC/NE",-0.462405513550577,-0.499438694730047
"Oenanthe deserti","Passeriformes",3,1,19.84,"2","Carnivore",38.87,75.71,"RV",9,"LC",1.29754166781816,"Partial migrant","LC","LC/NE",-0.755659179150909,-0.233099619710802
"Oenanthe isabellina","Passeriformes",0,0,29.4,"3","Carnivore",42.82,71.22,"SV",12,"LC",1.46834733041216,"Full migrant","LC","LC/NE",-0.528981930489392,0.0332394553084432
"Oenanthe oenanthe","Passeriformes",1,1,25.39,"3","Carnivore",56.46,53.12,"SV",8,"LC",1.40466270087372,"Full migrant","LC","LC/NE",-0.613498195269876,-0.321879311383884
"Oenanthe picata","Passeriformes",0,0,21.59,"3","Carnivore",34.32,65.85,"R",1,"LC",1.33425264233423,"Full migrant","LC","LC/NE",-0.706939818372067,-0.943337153095455
"Oenanthe pleschanka","Passeriformes",0,0,19.36,"3","Carnivore",45.08,84.55,"R",13,"LC",1.28690535297237,"Full migrant","LC","LC/NE",-0.769774698206452,0.122019146981525
"Phoenicurus alaschanicus","Passeriformes",0,0,16.75,"3","Carnivore",37.13,100.51,"SW",8,"NT",1.22401481137286,"Full migrant","NT","NT",-0.853237123983844,-0.321879311383884
"Phoenicurus auroreus","Passeriformes",0,0,16.2,"3","Omnivore",45.76,118.19,"SWP",33,"LC",1.20951501454263,"Full migrant","LC","LC/NE",-0.872479893817774,1.89761298044316
"Phoenicurus erythrogastrus","Passeriformes",0,0,24.54,"2","Carnivore",42.79,88.4,"SWP",14,"LC",1.38987455839099,"Partial migrant","LC","LC/NE",-0.633123630398273,0.210798838654607
"Phoenicurus hodgsoni","Passeriformes",0,0,17,"3","Omnivore",31.71,98.16,"SW",10,"LC",1.23044892137827,"Full migrant","LC","LC/NE",-0.844698376898634,-0.14431992803772
"Phoenicurus ochruros","Passeriformes",4,1,16.5,"2","Omnivore",42.46,61.96,"SWPV",19,"LC",1.21748394421391,"Partial migrant","LC","LC/NE",-0.861904278084497,0.654697297020015
"Phoenicurus phoenicurus","Passeriformes",0,0,14.59,"3","Carnivore",53.91,48.63,"S",1,"LC",1.16405529189345,"Full migrant","LC","LC/NE",-0.932809772221897,-0.943337153095455
"Saxicola caprata","Passeriformes",0,0,15.2,"3","Carnivore",24.89,83.13,"R",3,"LC",1.18184358794477,"Full migrant","LC","LC/NE",-0.909202814782351,-0.765777769749292
"Saxicola ferreus","Passeriformes",1,1,14.7,"1","Carnivore",27.41,104.59,"RSP",22,"LC",1.16731733474818,"Resident/low mobility","LC","LC/NE",-0.928480695023312,0.92103637203926
"Saxicola insignis","Passeriformes",0,0,15.27,"3","Carnivore",47.75,94.86,"P",7,"VU",1.18383903705642,"Full migrant","Threatened","Threatened/DD",-0.906554641954804,-0.410659003056965
"Saxicola jerdoni","Passeriformes",0,0,15.27,"1","Carnivore",24.02,95.77,"R",1,"LC",1.18383903705642,"Resident/low mobility","LC","LC/NE",-0.906554641954804,-0.943337153095455
"Tarsiger chrysaeus","Passeriformes",3,1,13.8,"2","Carnivore",28.06,93.55,"RSW",8,"LC",1.13987908640124,"Partial migrant","LC","LC/NE",-0.964894163692437,-0.321879311383884
"Tarsiger cyanurus","Passeriformes",0,0,13.43,"3","Carnivore",57.25,110.77,"SWP",33,"LC",1.12807601266872,"Full migrant","LC","LC/NE",-0.980558095665211,1.89761298044316
"Tarsiger hyperythrus","Passeriformes",0,0,12,"2","Carnivore",27.97,92.7,"R",2,"LC",1.07918124604762,"Partial migrant","LC","LC/NE",-1.04544664211792,-0.854557461422374
"Tarsiger indicus","Passeriformes",1,1,14.6,"1","Carnivore",27.96,98.65,"R",5,"LC",1.16435285578444,"Resident/low mobility","LC","LC/NE",-0.932414873346267,-0.588218386403129
"Tarsiger johnstoniae","Passeriformes",0,0,10.49,"1","Carnivore",23.71,121.1,"R",1,"LC",1.02077548819356,"Resident/low mobility","LC","LC/NE",-1.12295728371661,-0.943337153095455
"Tarsiger rufilatus","Passeriformes",0,0,12.8,"3","Carnivore",31.11,93.83,"SWP",8,"LC",1.10720996964787,"Full migrant","LC","LC/NE",-1.00824955009703,-0.321879311383884
"Aethopyga christinae","Passeriformes",2,1,5.2,"1","Herbivore",19.2,109.74,"R",15,"LC",0.716003343634799,"Resident/low mobility","LC","LC/NE",-1.52742227713702,0.299578530327688
"Aethopyga gouldiae","Passeriformes",1,1,5,"2","Omnivore",26.41,100.5,"R",13,"LC",0.698970004336019,"Partial migrant","LC","LC/NE",-1.55002732681235,0.122019146981525
"Aethopyga ignicauda","Passeriformes",0,0,8.2,"1","Omnivore",27.26,92.37,"R",2,"LC",0.913813852383717,"Resident/low mobility","LC","LC/NE",-1.2649067305294,-0.854557461422374
"Aethopyga nipalensis","Passeriformes",0,0,6.9,"1","Omnivore",24.13,97.2,"R",3,"LC",0.838849090737255,"Resident/low mobility","LC","LC/NE",-1.36439292822636,-0.765777769749292
"Aethopyga saturata","Passeriformes",0,0,5.3,"1","Herbivore",21.04,100.88,"R",4,"LC",0.724275869600789,"Resident/low mobility","LC","LC/NE",-1.5164437568879,-0.67699807807621
"Aethopyga siparaja","Passeriformes",0,0,6.7,"1","Herbivore",14.37,100.15,"R",3,"LC",0.826074802700826,"Resident/low mobility","LC","LC/NE",-1.38134576469402,-0.765777769749292
"Anthreptes malacensis","Passeriformes",1,1,11.33,"1","Omnivore",3.2,108.96,"R",1,"LC",1.0542299098634,"Resident/low mobility","LC","LC/NE",-1.07855971431221,-0.943337153095455
"Arachnothera longirostra","Passeriformes",0,0,12.46,"1","Omnivore",11.25,102.5,"R",2,"LC",1.09551804232315,"Resident/low mobility","LC","LC/NE",-1.02376597898626,-0.854557461422374
"Arachnothera magna","Passeriformes",0,0,30.7,"1","Omnivore",21.12,99.89,"R",4,"LC",1.48713837547719,"Resident/low mobility","LC","LC/NE",-0.504044218647015,-0.67699807807621
"Chalcoparia singalensis","Passeriformes",0,0,8.2,"1","Carnivore",10.61,103.65,"R",1,"LC",0.913813852383717,"Resident/low mobility","LC","LC/NE",-1.2649067305294,-0.943337153095455
"Cinnyris asiaticus","Passeriformes",0,0,8.1,"1","Omnivore",22.15,83.09,"R",1,"LC",0.90848501887865,"Resident/low mobility","LC","LC/NE",-1.27197865835169,-0.943337153095455
"Cinnyris jugularis","Passeriformes",0,0,8.99,"1","Omnivore",7.4,112.54,"R",7,"LC",0.953759691733229,"Resident/low mobility","LC","LC/NE",-1.2118943606717,-0.410659003056965
"Oriolus chinensis","Passeriformes",0,0,82.6,"2","Omnivore",28.53,115.51,"RSP",31,"LC",1.91698004732038,"Partial migrant","LC","LC/NE",0.0664013160837897,1.720053597097
"Oriolus kundoo","Passeriformes",0,0,65.6,"3","Omnivore",32.5,73.98,"S",2,"LC",1.81690383937566,"Full migrant","LC","LC/NE",-0.066410436927639,-0.854557461422374
"Oriolus mellianus","Passeriformes",0,0,93,"3","Omnivore",26.07,109.34,"S",6,"EN",1.96848294855394,"Full migrant","Threatened","Threatened/DD",0.134751134072306,-0.499438694730047
"Oriolus oriolus","Passeriformes",1,1,79,"3","Omnivore",50.16,43.01,"S",1,"LC",1.89762709129044,"Full migrant","LC","LC/NE",0.0407178887330125,-0.943337153095455
"Oriolus tenuirostris","Passeriformes",0,0,81.38,"1","Herbivore",21.47,99.24,"R",2,"LC",1.91051768551727,"Resident/low mobility","LC","LC/NE",0.0578250758635371,-0.854557461422374
"Oriolus traillii","Passeriformes",0,0,73.66,"1","Herbivore",22.35,98.39,"RS",6,"LC",1.86723171451889,"Resident/low mobility","LC","LC/NE",0.000379996686764613,-0.499438694730047
"Oriolus xanthornus","Passeriformes",0,0,56.3,"1","Herbivore",20.27,87.85,"RS",2,"LC",1.75050839485135,"Resident/low mobility","LC","LC/NE",-0.15452424100101,-0.854557461422374
"Panurus biarmicus","Passeriformes",2,1,13.82,"2","Omnivore",44.98,78.52,"SW",11,"LC",1.14050804303818,"Partial migrant","LC","LC/NE",-0.964059471459027,-0.0555402363646385
"Chrysomma sinense","Passeriformes",0,0,17.16,"1","Carnivore",22.44,85.13,"R",4,"LC",1.23451728351269,"Resident/low mobility","LC","LC/NE",-0.839299228409163,-0.67699807807621
"Fulvetta cinereiceps","Passeriformes",0,0,10,"1","Carnivore",31.03,109.56,"R",15,"LC",1,"Resident/low mobility","LC","LC/NE",-1.15052856227843,0.299578530327688
"Fulvetta ludlowi","Passeriformes",0,0,10.5,"2","Carnivore",28.44,94.53,"R",1,"LC",1.02118929906994,"Partial migrant","LC","LC/NE",-1.12240811274944,-0.943337153095455
"Fulvetta ruficapilla","Passeriformes",0,0,9,"1","Carnivore",30.16,104.07,"R",7,"LC",0.954242509439325,"Resident/low mobility","LC","LC/NE",-1.21125361031506,-0.410659003056965
"Fulvetta striaticollis","Passeriformes",0,0,13.16,"1","Carnivore",31.8,100.91,"R",5,"LC",1.11925588927794,"Resident/low mobility","LC","LC/NE",-0.992263335835317,-0.588218386403129
"Fulvetta vinipectus","Passeriformes",0,0,11.95,"1","Carnivore",28.79,97.17,"R",3,"LC",1.07736790528416,"Resident/low mobility","LC","LC/NE",-1.04785313783303,-0.765777769749292
"Lioparus chrysotis","Passeriformes",0,0,5.5,"1","Omnivore",27.96,104.31,"R",9,"LC",0.740362689494244,"Resident/low mobility","LC","LC/NE",-1.49509483895519,-0.233099619710802
"Moupinia poecilotis","Passeriformes",1,1,18.71,"1","Carnivore",30.64,102.19,"R",2,"LC",1.27207378750001,"Resident/low mobility","LC","LC/NE",-0.789457760252294,-0.854557461422374
"Myzornis pyrrhoura","Passeriformes",0,0,11.9,"1","Omnivore",27.42,91.65,"R",3,"LC",1.07554696139253,"Resident/low mobility","LC","LC/NE",-1.05026972370642,-0.765777769749292
"Paradoxornis flavirostris","Passeriformes",0,0,26,"1","Omnivore",26.67,93.85,"R",1,"VU",1.41497334797082,"Resident/low mobility","Threatened","Threatened/DD",-0.599814871892917,-0.943337153095455
"Paradoxornis guttaticollis","Passeriformes",1,1,26,"2","Omnivore",24.84,104.83,"R",10,"LC",1.41497334797082,"Partial migrant","LC","LC/NE",-0.599814871892917,-0.14431992803772
"Paradoxornis heudei","Passeriformes",4,1,32,"2","Carnivore",45.02,124.25,"R",13,"NT",1.50514997831991,"Partial migrant","NT","NT",-0.48014090938685,0.122019146981525
"Rhopophilus pekinensis","Passeriformes",0,0,18.03,"1","Carnivore",37.03,111.04,"R",14,"LC",1.2559957267224,"Resident/low mobility","LC","LC/NE",-0.810795053908323,0.210798838654607
"Suthora fulvifrons","Passeriformes",1,1,6.4,"1","Herbivore",28.81,97.17,"R",4,"LC",0.806179973983887,"Resident/low mobility","LC","LC/NE",-1.40774831463095,-0.67699807807621
"Suthora nipalensis","Passeriformes",0,0,5.47,"1","Omnivore",24.98,93.66,"R",3,"LC",0.737987326333431,"Resident/low mobility","LC","LC/NE",-1.49824719806137,-0.765777769749292
"Suthora verreauxi","Passeriformes",0,0,6,"1","Omnivore",25.94,105.75,"R",12,"LC",0.778151250383644,"Resident/low mobility","LC","LC/NE",-1.44494540665184,0.0332394553084432
"Cephalopyrus flammiceps","Passeriformes",2,1,7,"2","Omnivore",30.12,87.64,"RWP",8,"LC",0.845098040014257,"Partial migrant","LC","LC/NE",-1.35609990908622,-0.321879311383884
"Cyanistes cyanus","Passeriformes",1,1,14.62,"2","Omnivore",51.43,83.7,"RS",5,"LC",1.16494737262184,"Partial migrant","LC","LC/NE",-0.931625886383311,-0.588218386403129
"Lophophanes dichrous","Passeriformes",1,1,13.8,"1","Carnivore",30.34,98.82,"R",7,"LC",1.13987908640124,"Resident/low mobility","LC","LC/NE",-0.964894163692437,-0.410659003056965
"Machlolophus holsti","Passeriformes",0,0,16.69,"1","Carnivore",23.79,121.12,"R",1,"LC",1.22245633667925,"Resident/low mobility","LC","LC/NE",-0.855305385365186,-0.943337153095455
"Machlolophus spilonotus","Passeriformes",0,0,18.8,"1","Carnivore",23.59,102.82,"R",11,"LC",1.27415784926368,"Resident/low mobility","LC","LC/NE",-0.786691989027529,-0.0555402363646385
"Machlolophus xanthogenys","Passeriformes",1,1,14.76,"2","Omnivore",22.07,79.19,"R",1,"LC",1.16908635748702,"Partial migrant","LC","LC/NE",-0.926133014032111,-0.943337153095455
"Melanochlora sultanea","Passeriformes",2,1,37.6,"1","Carnivore",19.6,99.45,"R",5,"LC",1.57518784492766,"Resident/low mobility","LC","LC/NE",-0.387193224493609,-0.588218386403129
"Pardaliparus venustulus","Passeriformes",2,1,10.6,"1","Carnivore",31.64,110.34,"RW",26,"LC",1.02530586526477,"Resident/low mobility","LC","LC/NE",-1.11694499235398,1.27615513873159
"Parus major","Passeriformes",0,0,16.25,"1","Omnivore",44.04,75.02,"RW",2,"LC",1.21085336531489,"Resident/low mobility","LC","LC/NE",-0.870703760250577,-0.854557461422374
"Parus monticolus","Passeriformes",1,1,13.95,"1","Omnivore",29.19,102.36,"R",12,"LC",1.14457420760962,"Resident/low mobility","LC","LC/NE",-0.958663239368941,0.0332394553084432
"Periparus ater","Passeriformes",0,0,9.2,"1","Omnivore",52.81,75.18,"RP",23,"LC",0.963787827345555,"Resident/low mobility","LC","LC/NE",-1.19858596002921,1.00981606371234
"Periparus rubidiventris","Passeriformes",1,1,11.83,"1","Carnivore",31.96,98.06,"R",6,"LC",1.07298474462793,"Resident/low mobility","LC","LC/NE",-1.05367005738303,-0.499438694730047
"Periparus rufonuchalis","Passeriformes",0,0,12.64,"1","Omnivore",35.71,71.68,"S",2,"LC",1.10174707394637,"Resident/low mobility","LC","LC/NE",-1.01549939268735,-0.854557461422374
"Poecile davidi","Passeriformes",0,0,10.3,"1","Carnivore",32.22,104.26,"R",4,"LC",1.01283722470517,"Resident/low mobility","LC","LC/NE",-1.13349220216937,-0.67699807807621
"Poecile montanus","Passeriformes",0,0,11.1,"1","Omnivore",56.04,80.66,"R",12,"LC",1.04532297878666,"Resident/low mobility","LC","LC/NE",-1.09038015749794,0.0332394553084432
"Poecile palustris","Passeriformes",0,0,11.14,"1","Omnivore",49.29,64.47,"R",21,"LC",1.04688519083771,"Resident/low mobility","LC","LC/NE",-1.08830693624649,0.832256680366178
"Poecile superciliosus","Passeriformes",0,0,10.7,"1","Carnivore",34.67,101.9,"R",4,"LC",1.02938377768521,"Resident/low mobility","LC","LC/NE",-1.111533169621,-0.67699807807621
"Poecile weigoldicus","Passeriformes",0,0,11.1,"1","Omnivore",31.76,101.45,"R",4,"LC",1.04532297878666,"Resident/low mobility","LC","LC/NE",-1.09038015749794,-0.67699807807621
"Pseudopodoces humilis","Passeriformes",1,1,45.4,"2","Carnivore",33.64,91.83,"R",6,"LC",1.6570558528571,"Partial migrant","LC","LC/NE",-0.278545686063009,-0.499438694730047
"Sittiparus castaneoventris","Passeriformes",0,0,17,"1","Carnivore",23.75,120.97,"R",1,"LC",1.23044892137827,"Resident/low mobility","LC","LC/NE",-0.844698376898634,-0.943337153095455
"Sittiparus varius","Passeriformes",1,1,17,"1","Carnivore",38.47,132.73,"R",8,"LC",1.23044892137827,"Resident/low mobility","LC","LC/NE",-0.844698376898634,-0.321879311383884
"Sylviparus modestus","Passeriformes",1,1,7.14,"1","Carnivore",26.71,101.11,"R",8,"LC",0.853698211776174,"Resident/low mobility","LC","LC/NE",-1.34468656807983,-0.321879311383884
"Zonotrichia leucophrys","Passeriformes",0,0,28,"3","Omnivore",58.71,-115.14,"V",1,"LC",1.44715803134222,"Full migrant","LC","LC/NE",-0.557102380018378,-0.943337153095455
"Montifringilla adamsi","Passeriformes",0,0,31.3,"2","Herbivore",32.2,93.82,"R",5,"LC",1.49554433754645,"Partial migrant","LC","LC/NE",-0.492888614521977,-0.588218386403129
"Montifringilla henrici","Passeriformes",0,0,40,"2","Herbivore",32.73,97.56,"R",2,"LC",1.60205999132796,"Partial migrant","LC","LC/NE",-0.351531033210591,-0.854557461422374
"Montifringilla nivalis","Passeriformes",0,0,36.9,"2","Herbivore",39.48,75.34,"R",2,"LC",1.56702636615906,"Partial migrant","LC","LC/NE",-0.398024373321931,-0.854557461422374
"Onychostruthus taczanowskii","Passeriformes",0,0,32.5,"2","Omnivore",33.09,94.62,"R",5,"LC",1.51188336097887,"Partial migrant","LC","LC/NE",-0.471204995716657,-0.588218386403129
"Passer ammodendri","Passeriformes",0,0,28.94,"1","Herbivore",41.3,86.29,"R",4,"LC",1.46149852678302,"Resident/low mobility","LC","LC/NE",-0.53807102004122,-0.67699807807621
"Passer cinnamomeus","Passeriformes",2,1,18.46,"1","Herbivore",30.87,108.08,"R",27,"LC",1.26623169668989,"Resident/low mobility","LC","LC/NE",-0.797210835010803,1.36493483040467
"Passer domesticus","Passeriformes",6,1,26.51,"1","Herbivore",46.32,61.68,"R",9,"LC",1.42340972773309,"Resident/low mobility","LC","LC/NE",-0.588618900259811,-0.233099619710802
"Passer hispaniolensis","Passeriformes",2,1,24.2,"1","Herbivore",38.13,40.32,"R",2,"LC",1.38381536598043,"Resident/low mobility","LC","LC/NE",-0.641164822030192,-0.854557461422374
"Passer montanus","Passeriformes",0,0,21.39,"1","Omnivore",46.61,81.35,"RW",34,"LC",1.33021078457153,"Resident/low mobility","LC","LC/NE",-0.712303792746315,1.98639267211624
"Petronia petronia","Passeriformes",0,0,30.2,"1","Herbivore",42.34,70.02,"RW",8,"LC",1.48000694295715,"Resident/low mobility","LC","LC/NE",-0.51350838674371,-0.321879311383884
"Pyrgilauda blanfordi","Passeriformes",0,0,23.7,"2","Herbivore",29.07,88.18,"R",3,"LC",1.3747483460101,"Partial migrant","LC","LC/NE",-0.653197720174314,-0.765777769749292
"Pyrgilauda davidiana","Passeriformes",0,0,21.2,"2","Herbivore",45.73,105.68,"RW",5,"LC",1.32633586092875,"Partial migrant","LC","LC/NE",-0.717446227820063,-0.588218386403129
"Pyrgilauda ruficollis","Passeriformes",0,0,22.8,"2","Herbivore",32.89,91.87,"R",5,"LC",1.35793484700045,"Partial migrant","LC","LC/NE",-0.675511018445577,-0.588218386403129
"Gampsorhynchus rufulus","Passeriformes",0,0,37,"1","Carnivore",24.71,94.68,"R",1,"LC",1.568201724067,"Resident/low mobility","LC","LC/NE",-0.396464548590613,-0.943337153095455
